"title","category","duration","channel","description","url"
"Joga w Ciąży - Przygotuj Umysł i Ciało do Porodu","Inne","26","Małgorzata Mostowska","Joga dla kobiet w ciąży to bezpieczne ćwiczenia jogi, które rozciągną i rozluźnią Twoje ciało - zatem pomogą Ci się zrelaksować oraz przygotować ciało do porodu.  To praktyka zarówno dla początkujących jak i kobiet, które wcześniej praktykowały już jogę. Jest na tyle spokojna i bezpieczna, że będzie odpowiednia na każdy trymestr Twojej ciąży - jeśli tylko dobrze się czujesz i ciąża przebiega prawidłowo.  Pamiętaj, aby głęboko oddychać  i skupić się na swoim ciele i odczuciach z niego płynących. Twoje dziecko będzie szczęśliwe :)  Pamiętaj, że joga w domu, to wspaniała możliwość praktyki w dowolnym miejscu i czasie. Daj sobie te kilka chwil każdego dnia, a zobaczysz jak zmienia się nie tylko Twoje samopoczucie i ciało, ale też... jak zmienia się Twoje myślenie. Wszystkiego dobrego i... widzimy się na macie! :)  Ta praktyka powstała specjalnie dla PrenatalProjekt- organizacji, w ramach której kobiety w ciąży  mogą wykonać nieodpłatnie, dodatkowe badania prenatalne. Wszyscy lekarze w PrenatalProjekt pracują charytatywnie, nie otrzymują żadnych korzyści (oprócz tych oczywistych, czyli satysfakcji ze zdrowia pacjentek i ich dzieci ;))  Aby dowiedzieć się więcej, zajrzyj tutaj: FB:        https://www.facebook.com/prenatalprojekt/ IG:         https://www.instagram.com/prenatalprojekt/ WWW:  https://prenatalprojekt.pl/strona-powitalna   Pozostańmy w kontakcie: INSTAGRAM - https://www.instagram.com/gosiamostowska/ FACEBOOK - https://www.facebook.com/mmostowskayoga/ WWW - http://mmyoga.pl/ BLOG - http://purestyle.pl/ WSPÓŁPRACA: wspolpraca@mmyoga.pl GRUPA NA FB: http://tiny.pl/gpw9h  Jeśli podobał Ci się ten film, daj mi proszę dużego lajka, wtedy wiem, że to co robię, pomaga innym!  Jeśli chcesz pozostać na bieżąco, subskrybuj mój kanał i bądź automatycznie powiadamiany o nowych filmach! :)   Do zobaczenia już wkrótce! Gosia ♥","https://www.youtube.com/watch?v=3vJLVxRvIsk"
"Q&A   Zdrowie, Joga, Ślub, Ciąża, Psychoterapia","Inne","31","Małgorzata Mostowska","Cześć Kochani, przed Wami kolejny film z cyklu q&a czyli 'pytania i odpowiedzi', w którym dzielę się z Wami sprawami z mojego prywatnego życia i nie tylko :)   Pytań pojawiło się znacznie więcej, dlatego z pewnością to nie ostatni taki film na tym kanale! Zdradzę Wam, że lubię nagrywać tę serię, bo mam wrażenie, że macie wtedy możliwość poznania mnie od innej strony - takiej normalnej, takiej jaka jestem na co dzień :)  Wiem, że nie wszystkich interesuje każda informacja z mojego życia, dlatego postanowiłam napisać w którym momencie na jakie pytanie odpowiadam. Mam nadzieję, że ułatwi Wam to odbiór tego filmu i zaoszczędzi trochę czasu :)  Pytania:  00.45 - JAK ZDROWIE? JAK SIĘ CZUJESZ? JAK PO OPERACJI?  01.30 - CZY MIEWASZ DNI, KIEDY NIE CHCE CI SIĘ PRAKTYKOWAĆ?  03.35 - CZY TRAKTOWAŁAŚ KIEDYKOLWIEK JOGĘ JAKO PRZYMUS?  04.55 - CZY ZAWSZE JESTEŚ TAKA SPOKOJNA? JAKIE MASZ WADY? BO WYGLĄDASZ NA OSOBĘ BEZ WAD. CZY TO KWESTIA CHARAKTERU?  08.15 - JAK RADZISZ SOBIE Z TRUDNYMI EMOCJAMI? JAK CZĘSTO ICH DOŚWIADCZASZ?  10.17 - KIEDY ZADAJESZ SOBIE PYTANIE: ZA CO JESTEM WDZIĘCZNA? CO NAJCZĘŚCIEJ ODPOWIADASZ?  11.28 - JAK DOBRZE ZACZĄĆ DZIEŃ? TWOJE PORANNE RYTUAŁY  13.15 - STUDIA – DLACZEGO NIE POSZŁAŚ TAMTĄ DROGĄ, CO STUDIOWAŁA I CZY ŻAŁUJESZ CZY TO BYŁ DOBRY KIERUNEK?  15.15 - CZY JEST JAKAŚ RADA KTÓRĄ DAŁABYŚ OBECNYM NASTOLATKOM?  16.15 - CZY PLANUJEMY ŚLUB I JAK CHCIELIBYŚMY, ŻEBY WYGLĄDAŁ?   17.30 - GDYBY NIE NAUCZYCIEL JOGI, TO KIM BYŚ BYŁA?   18.10 - CZY JACEK TEŻ PRAKTYKUJE/CZY JEST WEGE?  19.10 - OGRÓD – CZY MOŻESZ POWIEDZIEĆ COŚ WIĘCEJ/POKAZAĆ?  20.45 - NIE WIDZIAŁAM TU JESZCZE TATY ANULKI. CO Z NIM? JAK WYGLĄDA PARTNER NAJŚLICZNIEJSZEJ JOGINKI W POLSCE?  21.50 - CZY Z ŁATWOŚCIĄ ZAAKCEPTOWAŁAŚ ZMIANY JAKIE ZASZŁY W TWOIM CIELE PO PIERWSZEJ CIĄŻY?  22.40 - JAK RADZISZ SOBIE Z TRUDAMI MACIERZYŃSTWA TYPU NIEWYSPANIE, ZMĘCZENIE, BRAK CZASU DLA SIEBIE?  26.40 - CZY PIERWSZA CIĄŻA TAKA SAMA JAK DRUGA? JAK SZYBKO PO CIĄŻY WRÓCIŁAŚ DO FORMY?  29.00 - JAKICH KOSMETYKÓW UŻYWASZ? MASZ PIĘKNĄ CERĘ, JAK O NIĄ DBASZ?  Miłego oglądania czy też słuchania i... do zobaczenia na macie!   Pozostańmy w kontakcie:  INSTAGRAM - https://www.instagram.com/gosiamostowska/ FACEBOOK - https://www.facebook.com/mmostowskayoga/ WWW - http://mmyoga.pl/ BLOG - http://purestyle.pl/ WSPÓŁPRACA: wspolpraca@mmyoga.pl  Wspieraj mnie:  https://patronite.pl/mmyoga  🖤  Jeśli podobał Ci się ten film, daj mi proszę dużego lajka, wtedy wiem, że to co robię, pomaga innym!  Jeśli chcesz pozostać na bieżąco, subskrybuj mój kanał i bądź automatycznie powiadamiany o nowych filmach! :)   Do zobaczenia już wkrótce! Gosia ♥","https://www.youtube.com/watch?v=MqLqQc3zC7A"
"Joga Dla Kobiet w Ciąży  - Na Dobry Nastrój i Każdy Trymestr","Inne","30","Małgorzata Mostowska","Joga dla kobiet w ciąży to bezpieczne ćwiczenia jogi, które rozciągną i rozluźnią Twoje ciało - zatem pomogą Ci się zrelaksować oraz przygotować ciało do porodu.  To praktyka zarówno dla początkujących jak i kobiet, które wcześniej praktykowały już jogę. Jest na tyle spokojna i bezpieczna, że będzie odpowiednia na każdy trymestr Twojej ciąży - jeśli tylko dobrze się czujesz i ciąża przebiega prawidłowo.  Pamiętaj, aby głęboko oddychać  i skupić się na swoim ciele i odczuciach z niego płynących. Twoje dziecko będzie szczęśliwe :)  Pamiętaj, że joga w domu, to wspaniała możliwość praktyki w dowolnym miejscu i czasie. Daj sobie te kilka chwil każdego dnia, a zobaczysz jak zmienia się nie tylko Twoje samopoczucie i ciało, ale też... jak zmienia się Twoje myślenie. Wszystkiego dobrego i... widzimy się na macie! :)  MUSIC: EpidemicSound.com   Pozostańmy w kontakcie: INSTAGRAM - https://www.instagram.com/gosiamostowska/ FACEBOOK - https://www.facebook.com/mmostowskayoga/ WWW - http://mmyoga.pl/ BLOG - http://purestyle.pl/ WSPÓŁPRACA: wspolpraca@mmyoga.pl GRUPA NA FB: http://tiny.pl/gpw9h  Jeśli podobał Ci się ten film, daj mi proszę dużego lajka, wtedy wiem, że to co robię, pomaga innym!  Jeśli chcesz pozostać na bieżąco, subskrybuj mój kanał i bądź automatycznie powiadamiany o nowych filmach! :)   Do zobaczenia już wkrótce! Gosia ♥","https://www.youtube.com/watch?v=ixfuWrejncE"
"5 Książek, Które Warto Przeczytać #2","Inne","23","Małgorzata Mostowska","Cześć Kochani, dzisiaj kolejna porcja książek ode mnie. Książki, które warto przeczytać, bo mogą naprawdę wpłynąć na Twoje życie :)   Często pytacie mnie o to jakie książki polecam, i myślę, że te filmy (bo chcę, je nadal nagrywać!) będą na to świetną odpowiedzią! :) Wybaczcie proszę wszelkie niedociągnięcia, przejęzyczenia, pauzy i omyłki. Uwierzcie, że naprawdę się starałam, ale mój umysł obecnie pracuje nieco inaczej ;)  Dajcie proszę znać, czy znaliście już któreś z tych książek i czy również macie do nich tak pozytywne nastawienie jak ja. Powiem Wam szczerze, że uważam, że te książki warto przeczytać choćby nawet dlatego, aby być lepszym człowiekiem. ♥️  Książki, które wymieniam w tym filmie: Gary Chapman - 5 Języków Miłości Dorota Mirska-Królikowska - Cudowne 9 Miesięcy Thomas Gordon - Wychowanie bez Porażek Stefanie Stahl - Odkryj Swoje Wewnętrzne Dziecko Richard Bolstad - Komunikacja Transformująca  Książki, które warto przeczytać #1: https://www.youtube.com/watch?v=GinDSt0XG78&t=5s  Książki ""Jogowe"": https://www.youtube.com/watch?v=ARvg6OQkwYU&t=44s  Miłego oglądania czy też słuchania i... do zobaczenia na macie!   Pozostańmy w kontakcie:  INSTAGRAM - https://www.instagram.com/gosiamostowska/ FACEBOOK - https://www.facebook.com/mmostowskayoga/ WWW - http://mmyoga.pl/ BLOG - http://purestyle.pl/ WSPÓŁPRACA: wspolpraca@mmyoga.pl  Wspieraj mnie:  https://patronite.pl/mmyoga  🖤  Jeśli podobał Ci się ten film, daj mi proszę dużego lajka, wtedy wiem, że to co robię, pomaga innym!  Jeśli chcesz pozostać na bieżąco, subskrybuj mój kanał i bądź automatycznie powiadamiany o nowych filmach! :)   Do zobaczenia już wkrótce! Gosia ♥","https://www.youtube.com/watch?v=BddZyhzPHuA"
"Dostałam Drugie Życie! 💙🙏","Inne","34","Małgorzata Mostowska","Cześć Kochani!   Tym filmem chciałabym wyjaśnić Wam moją nieobecność tutaj od jakiegoś czasu i brak jakiejkolwiek aktywności. Ostatnie tygodnie były dla mnie bardzo trudne i postanowiłam podzielić się z Wami tym doświadczeniem.  Nie będę się za długo rozpisywać, bo wszystko już opowiedziałam :) Po prostu: dostałam drugie życie!  Dziękuję, że jesteście ze mną i mogę na Was liczyć!   Pozostańmy w kontakcie: INSTAGRAM - https://www.instagram.com/gosiamostowska/ FACEBOOK - https://www.facebook.com/mmostowskayoga/ WWW - http://mmyoga.pl/ BLOG - http://purestyle.pl/ WSPÓŁPRACA: wspolpraca@mmyoga.pl GRUPA NA FB: http://tiny.pl/gpw9h   Wspieraj mnie:  https://patronite.pl/mmyoga  🖤  Jeśli podobał Ci się ten film, daj mi proszę dużego lajka, wtedy wiem, że to co robię, pomaga innym!  Jeśli chcesz pozostać na bieżąco, subskrybuj mój kanał i bądź automatycznie powiadamiany o nowych filmach!   Do zobaczenia już wkrótce! Gosia ♥","https://www.youtube.com/watch?v=KlK6pyn6JG4"
"30 min Full Body Yoga | POZIOM ★★☆☆ |","Rozciąganie","31","Yoga Home","#yoga #joga #yogahome  Odkryj zrównoważoną 30-minutową sesję jogi na całe ciało – idealną dla praktykujących znających Powitania Słońca. Połączysz rozciąganie, wzmacnianie mięśni i mobilizację stawów w płynnej praktyce, która poprawi siłę, elastyczność i stabilność. Jest to skrócona ale pełna lekcja jogi. Pamiętajcie aby ćwiczyć w zgodzie ze sobą.   🙏 Jeżeli doceniasz naszą pracę wesprzyj nas. Przeczytaj jak można to zrobić i zobacz jakie bonusy dla Cb czekają:  https://yogahome.pl/wsparcie/ _______________________________________________ 🧨 Co nas wyróżnia? Możesz być z nami na żywo! W trakcie transmisji możesz zadawać pytania w komentarzach i od razu dostać na nie odpowiedź. Możesz również porozmawiać z nami po zajęciach! Zobacz nasz grafik https://yogahome.pl/joga-online/ _______________________________________________ 💻 https://yogahome.pl https://www.instagram.com/yogahome.pl/ https://www.facebook.com/yogahomepl _______________________________________________ ❗ Pamiętaj, żeby wszystko robić w zgodzie ze swoim ciałem! ❤️ Polub film i subskrybuj kanał po więcej jogi dostosowanej do Ciebie!","https://www.youtube.com/watch?v=HM5AEf4o2Jo"
"JOGA DYNAMICZNA dla początkujących LEKCJA 3 z 3","Flow","40","Yoga Home","Trzecia część serii łączy wszystkie elementy, nad którymi pracowaliśmy wcześniej, w spójny, dynamiczny, ale nadal przyjazny dla początkujących flow. ​ Linki do poprzednich części: JOGA DYNAMICZNA dla początkujących LEKCJA 1 z 3 https://youtu.be/fpeAhmK-MP8  JOGA DYNAMICZNA dla początkujących LEKCJA 2 z 3 https://youtu.be/KLmUib-4FRs  Sekwencje są płynniejsze, ciało porusza się bardziej naturalnie, a Ty możesz doświadczyć, jak wygląda krótsza, pełna lekcja vinyasa jogi – od rozgrzewki, przez część główną, aż po wyciszenie. ​ Możesz wracać do tych trzech filmów tak często, jak chcesz, obserwując, jak z czasem rośnie Twoja siła, mobilność i swoboda w ruchu.  🙏 Jeżeli doceniasz naszą pracę wesprzyj nas. Przeczytaj jak można to zrobić: https://yogahome.pl/wsparcie/ _______________________________________________ 🧨 Co nas wyróżnia? Możesz być z nami na żywo! W trakcie transmisji możesz zadawać pytania w komentarzach i od razu dostać na nie odpowiedź. Możesz również porozmawiać z nami po zajęciach! Zobacz nasz grafik https://yogahome.pl/joga-online/ _______________________________________________ 💻 https://yogahome.pl https://www.instagram.com/yogahome.pl/ https://www.facebook.com/yogahomepl _______________________________________________ ❗ Pamiętaj, żeby wszystko robić w zgodzie ze swoim ciałem! ❤️ Polub film i subskrybuj kanał po więcej jogi dostosowanej do Ciebie!","https://www.youtube.com/watch?v=Jh9krdGFA0E"
"JOGA DYNAMICZNA dla początkujących LEKCJA 2 z 3","Flow, Stres","36","Yoga Home","Druga lekcja z serii vinyasy dla początkujących jest naturalną kontynuacją części pierwszej – wracamy do znanych już elementów, ale zaczynamy łączyć je w bardziej płynne sekwencje.  Zachęcamy do wykonania lekcji w kolejności. Poniżej link do pierwszej lekcji z tej serii: https://youtu.be/fpeAhmK-MP8 ​ Nadal pracujemy w łagodnym, przyjaznym tempie, jednak pojawia się więcej powtórzeń i dłuższe trzymanie niektórych pozycji, dzięki czemu ciało stopniowo się wzmacnia i otwiera. ​ To dobra chwila, żeby zauważyć pierwsze efekty - może łatwiej sięgniesz dalej w skłonie, może oddech będzie spokojniejszy, a może po prostu poczujesz więcej energii po praktyce.  🙏 Jeżeli doceniasz naszą pracę wesprzyj nas. Przeczytaj jak można to zrobić: https://yogahome.pl/wsparcie/ _______________________________________________ 🧨 Co nas wyróżnia? Możesz być z nami na żywo! W trakcie transmisji możesz zadawać pytania w komentarzach i od razu dostać na nie odpowiedź. Możesz również porozmawiać z nami po zajęciach! Zobacz nasz grafik https://yogahome.pl/joga-online/ _______________________________________________ 💻 https://yogahome.pl https://www.instagram.com/yogahome.pl/ https://www.facebook.com/yogahomepl _______________________________________________ ❗ Pamiętaj, żeby wszystko robić w zgodzie ze swoim ciałem! ❤️ Polub film i subskrybuj kanał po więcej jogi dostosowanej do Ciebie!","https://www.youtube.com/watch?v=KLmUib-4FRs"
"JOGA DYNAMICZNA dla początkujących LEKCJA 1 z 3","Flow, Stres","34","Yoga Home","Pierwsza lekcja z serii dynamicznej jogi dla początkujących - idealna, żeby zacząć przygodę z jogą na początku roku i rozruszać całe ciało w bezpieczny, świadomy sposób. ​ W tej praktyce poznasz podstawowe zasady vinyasy, czyli łączenia ruchu z oddechem, a sekwencje ułożone są tak, żebyś krok po kroku oswoił się z ruchem, bez nadmiaru teorii i skomplikowanych pozycji. ​ Przygotuj matę, wygodny strój i podejdź do praktyki z ciekawością, a nie perfekcją – to Twoje pierwsze spotkanie z dynamiczną jogą w tym cyklu.  🙏 Jeżeli doceniasz naszą pracę wesprzyj nas. Przeczytaj jak można to zrobić: https://yogahome.pl/wsparcie/ _______________________________________________ 🧨 Co nas wyróżnia? Możesz być z nami na żywo! W trakcie transmisji możesz zadawać pytania w komentarzach i od razu dostać na nie odpowiedź. Możesz również porozmawiać z nami po zajęciach! Zobacz nasz grafik https://yogahome.pl/joga-online/ _______________________________________________ 💻 https://yogahome.pl https://www.instagram.com/yogahome.pl/ https://www.facebook.com/yogahomepl _______________________________________________ ❗ Pamiętaj, żeby wszystko robić w zgodzie ze swoim ciałem! ❤️ Polub film i subskrybuj kanał po więcej jogi dostosowanej do Ciebie!","https://www.youtube.com/watch?v=fpeAhmK-MP8"
"26 Powitań Słońca na 2026 - Joga na Nowy Rok w 25 min","Poranek, Flow, Stres, Siła","25","Yoga Home","Symboliczne 26 Powitań Słońca na przywitanie nadchodzącego 2026 roku! Ta dynamiczna praktyka jogi sprawdzi się nie tylko na Nowy Rok, ale też w chwilach, gdy chcesz porządnie rozruszać ciało w ok. 25 minut. Praktykuj z uważnością, dostosowując wariant powitania słońca do swoich możliwości. ​ Synchronizuj oddech z płynnymi ruchami vinyasa flow: rozgrzejesz całe ciało, wzmocnisz core, poprawisz krążenie i otworzysz umysł na nowe intencje. Idealny reset po sylwestrze – energia, harmonia i oczyszczenie w medytacji ruchu!  Dziękujemy Wam za cały miniony rok na kanale i mamy nadzieję, że będziecie praktykować z nami również w nadchodzącym 2026!   🙏 Jeżeli doceniasz naszą pracę wesprzyj nas. Przeczytaj jak można to zrobić: https://yogahome.pl/wsparcie/ _______________________________________________ 🧨 Co nas wyróżnia? Możesz być z nami na żywo! W trakcie transmisji możesz zadawać pytania w komentarzach i od razu dostać na nie odpowiedź. Możesz również porozmawiać z nami po zajęciach! Zobacz nasz grafik https://yogahome.pl/joga-online/ _______________________________________________ 💻 https://yogahome.pl https://www.instagram.com/yogahome.pl/ https://www.facebook.com/yogahomepl _______________________________________________ ❗ Pamiętaj, żeby wszystko robić w zgodzie ze swoim ciałem! ❤️ Polub film i subskrybuj kanał po więcej jogi dostosowanej do Ciebie!","https://www.youtube.com/watch?v=taR6pIj7NlY"
"Joga na trawienie - poczuj lekkość w brzuchu w 25 min | Prosta praktyka dla każdego | POZIOM ★☆☆☆ |","Siła","26","Yoga Home","Czujesz ciężkość w brzuchu po jedzeniu? Ta delikatna joga na trawienie przynosi natychmiastową ulgę i lekkość. 🌿   Krótka, spokojna praktyka w domu, idealna na każdy dzień.  💚 Joga na trawienie - delikatna lekcja, która pomoże Ci poczuć lekkość w brzuchu i wesprze naturalne procesy trawienne. W tym spokojnym zestawie ćwiczeń skupimy się na prostych pozycjach: skrętach tułowia, rozciąganiu boków i napinaniu mięśni brzucha. Te ruchy delikatnie masują narządy wewnętrzne, pobudzają perystaltykę jelit i przynoszą ulgę po ciężkim posiłku.    🥗 Ta sesja jogi świetnie sprawdzi się: - po obfitym obiedzie lub kolacji,   - przy uczuciu ciężkości i wzdęciach,   - jako codzienny rytuał wspierający zdrowe trawienie i detoks ciała.    🌿 Dla kogo: dla wszystkich poziomów, również dla początkujących.   Nie potrzebujesz doświadczenia ani sprzętu – wystarczy mata i kilka minut spokoju.   🙏 Jeżeli doceniasz naszą pracę wesprzyj nas. Przeczytaj jak można to zrobić: https://yogahome.pl/wsparcie/ _______________________________________________ 🧨 Co nas wyróżnia? Możesz być z nami na żywo! W trakcie transmisji możesz zadawać pytania w komentarzach i od razu dostać na nie odpowiedź. Możesz również porozmawiać z nami po zajęciach! Zobacz nasz grafik https://yogahome.pl/joga-online/ _______________________________________________ 💻 https://yogahome.pl https://www.instagram.com/yogahome.pl/ https://www.facebook.com/yogahomepl _______________________________________________ ❗ Pamiętaj, żeby wszystko robić w zgodzie ze swoim ciałem! ❤️ Polub film i subskrybuj kanał po więcej jogi dostosowanej do Ciebie!","https://www.youtube.com/watch?v=4NbWpP8F3fo"
"Joga w święta: Spokojna praktyka na chwilę równowagi | POZIOM ★★☆☆ |","Stres","36","Yoga Home","🎄 Świąteczna lekcja jogi dla ciała i umysłu 🌟   To spokojna, przyjemna praktyka, która pozwoli Ci odetchnąć od świątecznego pędu, poruszyć ciało po długim siedzeniu przy stole i odnaleźć chwilę równowagi.    Niezależnie od tego, czy spędzasz ten czas z bliskimi, czy w samotności - ta sesja pomoże Ci się rozluźnić, rozgrzać mięśnie i odzyskać wewnętrzny spokój.   Nie potrzebujesz niczego poza matą i kilkunastoma minutami tylko dla siebie.    🧘‍♀️ Idealna na spokojny poranek, popołudniowy reset lub wieczorne wyciszenie.   Zrób coś dobrego dla siebie - oddech, ruch i uśmiech to najlepszy prezent, jaki możesz sobie dać.  🙏 Jeżeli doceniasz naszą pracę wesprzyj nas. Przeczytaj jak można to zrobić i zobacz jakie bonusy przygotowaliśmy dla wspierających: https://yogahome.pl/wsparcie/ _______________________________________________ 🧨 Co nas wyróżnia? Możesz być z nami na żywo! W trakcie transmisji możesz zadawać pytania w komentarzach i od razu dostać na nie odpowiedź. Możesz również porozmawiać z nami po zajęciach! Zobacz nasz grafik https://yogahome.pl/joga-online/ _______________________________________________ 💻 https://yogahome.pl https://www.instagram.com/yogahome.pl/ https://www.facebook.com/yogahomepl _______________________________________________ ❗ Pamiętaj, żeby wszystko robić w zgodzie ze swoim ciałem! ❤️ Polub film i subskrybuj kanał po więcej jogi dostosowanej do Ciebie!","https://www.youtube.com/watch?v=BFNa4f6ZNrY"
